player_last_name,player_first_name,Team,Pos.,Completions,Targets,Comp %,TDs,Season,Week
Forsett, Justin,DEN,RB,1,1,100.00,0,2016,15
Crowder, Jamison,WAS,WR,1,1,100.00,0,2016,15
Perkins, Josh,ATL,TE,1,1,100.00,0,2016,15
Garcon, Pierre,WAS,WR,1,1,100.00,0,2016,15
Conley, Chris,KC,WR,0,1,0.00,0,2016,15
Patterson, Cordarrelle,MIN,WR,0,1,0.00,0,2016,15
Austin, Tavon,LAR,WR,0,1,0.00,0,2016,15
Davis, Vernon,WAS,TE,0,1,0.00,0,2016,15
Hamilton, Cobi,PIT,WR,0,1,0.00,0,2016,15
Edelman, Julian,NE,WR,0,1,0.00,0,2016,15
Jackson, DeSean,WAS,WR,0,1,0.00,0,2016,15
Fuller, Will,HOU,WR,0,1,0.00,0,2016,15
Fleener, Coby,NO,TE,0,1,0.00,0,2016,15
Booker, Devontae,DEN,RB,0,1,0.00,0,2016,15
Kearse, Jermaine,SEA,WR,0,1,0.00,0,2016,15
Ebron, Eric,DET,TE,0,1,0.00,0,2016,15
Jones, Marvin,DET,WR,0,1,0.00,0,2016,15
Wilson, Albert,KC,WR,0,1,0.00,0,2016,15
Smith, Steve,BAL,WR,0,1,0.00,0,2016,15
Kelce, Travis,KC,TE,0,1,0.00,0,2016,15
Green-Beckham, Dorial,PHI,WR,0,1,0.00,0,2016,15
Beasley, Cole,DAL,WR,0,1,0.00,0,2016,15
Allen, Dwayne,IND,TE,0,1,0.00,0,2016,15
Mumphery, Keith,HOU,WR,0,1,0.00,0,2016,15
Cooper, Amari,OAK,WR,0,1,0.00,0,2016,15
Hardy, Justin,ATL,WR,0,1,0.00,0,2016,15
Thompson, Chris,WAS,RB,0,1,0.00,0,2016,15
Watkins, Sammy,BUF,WR,0,1,0.00,0,2016,15
Thompson, Deonte,CHI,WR,0,1,0.00,0,2016,15
Graham, Jimmy,SEA,TE,0,1,0.00,0,2016,15
Matthews, Rishard,TEN,WR,0,1,0.00,0,2016,15
Rudolph, Kyle,MIN,TE,0,1,0.00,0,2016,15
Hamm, JeRon,SF,TE,0,1,0.00,0,2016,15
Gresham, Jermaine,ARI,TE,0,1,0.00,0,2016,15
Valles, Hakeem,ARI,TE,0,1,0.00,0,2016,15
Gurley, Todd,LAR,RB,0,1,0.00,0,2016,15
Eifert, Tyler,CIN,TE,0,1,0.00,0,2016,15
Agholor, Nelson,PHI,WR,0,1,0.00,0,2016,15
Burton, Trey,PHI,TE,0,1,0.00,0,2016,15
Reece, Marcel,SEA,FB,0,1,0.00,0,2016,15
Nelson, Jordy,GB,WR,0,1,0.00,0,2016,15
Coates, Sammie,PIT,WR,0,1,0.00,0,2016,15
Burkhead, Rex,CIN,RB,0,1,0.00,0,2016,15
Farrow, Kenneth,SD,RB,0,1,0.00,0,2016,15
Rudolph, Kyle,MIN,TE,2,5,40.00,0,2016,16
Tate, Golden,DET,WR,3,3,100.00,0,2016,16
Diggs, Stefon,MIN,WR,3,3,100.00,1,2016,16
Shepard, Sterling,NYG,WR,2,3,66.67,1,2016,16
Brown, Antonio,PIT,WR,2,3,66.67,1,2016,16
Clay, Charles,BUF,TE,2,3,66.67,2,2016,16
Jones, Marvin,DET,WR,1,3,33.33,0,2016,16
Pitta, Dennis,BAL,TE,1,3,33.33,0,2016,16
Walker, Delanie,TEN,TE,1,3,33.33,1,2016,16
Gates, Antonio,SD,TE,1,3,33.33,1,2016,16
Beckham, Odell,NYG,WR,0,3,0.00,0,2016,16
Richardson, Paul,SEA,WR,2,2,100.00,1,2016,16
Nelson, Jordy,GB,WR,2,2,100.00,1,2016,16
Jackson, DeSean,WAS,WR,2,2,100.00,0,2016,16
Streater, Rod,SF,WR,2,2,100.00,1,2016,16
Kelce, Travis,KC,TE,2,2,100.00,0,2016,16
Freeman, Devonta,ATL,RB,2,2,100.00,0,2016,16
Murray, DeMarco,TEN,RB,1,2,50.00,0,2016,16
Kearse, Jermaine,SEA,WR,1,2,50.00,1,2016,16
Adams, Davante,GB,WR,1,2,50.00,1,2016,16
Holmes, Andre,OAK,WR,1,2,50.00,1,2016,16
Harris, Demetrius,KC,TE,1,2,50.00,1,2016,16
Thielen, Adam,MIN,WR,1,2,50.00,1,2016,16
Crabtree, Michael,OAK,WR,1,2,50.00,0,2016,16
Cruz, Victor,NYG,WR,1,2,50.00,0,2016,16
Williams, Tyrell,SD,WR,1,2,50.00,1,2016,16
Jeffery, Alshon,CHI,WR,1,2,50.00,0,2016,16
Mitchell, Malcolm,NE,WR,1,2,50.00,0,2016,16
Jennings, Rashad,NYG,RB,1,2,50.00,0,2016,16
Allison, Geronimo,GB,WR,0,2,0.00,0,2016,16
Myers, Brandon,TB,TE,0,2,0.00,0,2016,16
Hogan, Chris,NE,WR,0,2,0.00,0,2016,16
Boldin, Anquan,DET,WR,0,2,0.00,0,2016,16
Hawkins, Andrew,CLE,WR,0,2,0.00,0,2016,16
Webb, Joe,CAR,WR,0,2,0.00,0,2016,16
Baldwin, Doug,SEA,WR,0,2,0.00,0,2016,16
Inman, Dontrelle,SD,WR,0,2,0.00,0,2016,16
Thomas, Michael,NO,WR,0,2,0.00,0,2016,16
Sims, Charles,TB,RB,1,1,100.00,0,2016,16
Ingram, Mark,NO,RB,1,1,100.00,0,2016,16
Cadet, Travaris,NO,RB,1,1,100.00,1,2016,16
Thomas, Demaryius,DEN,WR,1,1,100.00,0,2016,16
Turbin, Robert,IND,RB,1,1,100.00,1,2016,16
Grimble, Xavier,PIT,TE,1,1,100.00,1,2016,16
Juszczyk, Kyle,BAL,RB,1,1,100.00,0,2016,16
Crowell, Isaiah,CLE,RB,1,1,100.00,0,2016,16
Bell, LeVeon,PIT,RB,1,1,100.00,1,2016,16
Higbee, Tyler,LAR,TE,1,1,100.00,1,2016,16
Hunt, Akeem,HOU,RB,1,1,100.00,0,2016,16
Lengel, Matt,NE,TE,1,1,100.00,1,2016,16
Richard, Jalen,OAK,RB,1,1,100.00,1,2016,16
Nelson, J.J.,ARI,WR,1,1,100.00,0,2016,16
Hyde, Carlos,SF,RB,1,1,100.00,1,2016,16
Ebron, Eric,DET,TE,1,1,100.00,0,2016,16
James, Jesse,PIT,TE,1,1,100.00,0,2016,16
Kuhn, John,NO,FB,1,1,100.00,0,2016,16
Thompson, Deonte,CHI,WR,1,1,100.00,1,2016,16
Matthews, Rishard,TEN,WR,1,1,100.00,1,2016,16
Brate, Cameron,TB,TE,1,1,100.00,1,2016,16
Tialavea, D.J.,ATL,TE,1,1,100.00,1,2016,16
Fitzgerald, Larry,ARI,WR,1,1,100.00,0,2016,16
Develin, James,NE,FB,1,1,100.00,0,2016,16
Coleman, Tevin,ATL,RB,1,1,100.00,0,2016,16
Witten, Jason,DAL,TE,1,1,100.00,1,2016,16
Gabriel, Taylor,ATL,WR,1,1,100.00,0,2016,16
Smith, Steve,BAL,WR,1,1,100.00,1,2016,16
Walford, Clive,OAK,TE,1,1,100.00,1,2016,16
Bennett, Martellus,NE,TE,1,1,100.00,1,2016,16
Bryant, Dez,DAL,WR,1,1,100.00,1,2016,16
Asiata, Matt,MIN,RB,1,1,100.00,0,2016,16
Ivory, Chris,JAX,RB,1,1,100.00,0,2016,16
Blue, Alfred,HOU,RB,1,1,100.00,0,2016,16
Bortles, Blake,JAX,QB,1,1,100.00,1,2016,16
Hamilton, Cobi,PIT,WR,1,1,100.00,0,2016,16
Stills, Kenny,MIA,WR,1,1,100.00,1,2016,16
Rodgers, Richard,GB,TE,1,1,100.00,1,2016,16
Boyle, Nick,BAL,TE,1,1,100.00,0,2016,16
Thompson, Chris,WAS,RB,1,1,100.00,1,2016,16
Perkins, Josh,ATL,TE,0,1,0.00,0,2016,16
Olsen, Greg,CAR,TE,0,1,0.00,0,2016,16
Hopkins, DeAndre,HOU,WR,0,1,0.00,0,2016,16
Snead, Willie,NO,WR,0,1,0.00,0,2016,16
Ellison, Rhett,MIN,FB,0,1,0.00,0,2016,16
Fuller, Will,HOU,WR,0,1,0.00,0,2016,16
Robinson, Allen,JAX,WR,0,1,0.00,0,2016,16
Humphries, Adam,TB,WR,0,1,0.00,0,2016,16
Enunwa, Quincy,NYJ,WR,0,1,0.00,0,2016,16
Gresham, Jermaine,ARI,TE,0,1,0.00,0,2016,16
Jones, T.J.,DET,WR,0,1,0.00,0,2016,16
Waller, Darren,BAL,TE,0,1,0.00,0,2016,16
Floyd, Michael,NE,WR,0,1,0.00,0,2016,16
Davis, Geremy,SD,WR,0,1,0.00,0,2016,16
Brown, Daniel,CHI,TE,0,1,0.00,0,2016,16
Hill, Tyreek,KC,WR,0,1,0.00,0,2016,16
Grant, Ryan,WAS,WR,0,1,0.00,0,2016,16
Cooper, Amari,OAK,WR,0,1,0.00,0,2016,16
Rogers, Chester,IND,WR,0,1,0.00,0,2016,16
Doyle, Jack,IND,TE,0,1,0.00,0,2016,16
Smith, Devin,NYJ,WR,0,1,0.00,0,2016,16
Cook, Jared,GB,TE,0,1,0.00,0,2016,16
Roberts, Seth,OAK,WR,0,1,0.00,0,2016,16
Sanu, Mohamed,ATL,WR,0,1,0.00,0,2016,16
Celek, Garrett,SF,TE,0,1,0.00,0,2016,16
Kerley, Jeremy,SF,WR,0,1,0.00,0,2016,16
Patterson, Cordarrelle,MIN,WR,0,1,0.00,0,2016,16
Davis, Vernon,WAS,TE,0,1,0.00,0,2016,16
Griffin, Ryan,HOU,TE,0,1,0.00,0,2016,16
Seferian-Jenkins, Austin,NYJ,TE,0,1,0.00,0,2016,16
Funchess, Devin,CAR,WR,0,1,0.00,0,2016,16
Edelman, Julian,NE,WR,0,1,0.00,0,2016,16
Benjamin, Kelvin,CAR,WR,0,1,0.00,0,2016,16
Matthews, Rishard,TEN,WR,4,5,80.00,1,2016,17
Ertz, Zach,PHI,TE,2,4,50.00,2,2016,17
Gates, Antonio,SD,TE,1,4,25.00,1,2016,17
Nelson, J.J.,ARI,WR,0,4,0.00,0,2016,17
Thomas, Michael,NO,WR,3,3,100.00,1,2016,17
Boldin, Anquan,DET,WR,2,3,66.67,0,2016,17
Jones, Julio,ATL,WR,2,3,66.67,1,2016,17
West, Terrance,BAL,RB,2,3,66.67,0,2016,17
Pryor, Terrelle,CLE,QB,2,3,66.67,0,2016,17
Hardy, Justin,ATL,WR,1,3,33.33,1,2016,17
LaFell, Brandon,CIN,WR,1,3,33.33,0,2016,17
Ayers, DeMarcus,PIT,WR,1,3,33.33,1,2016,17
Walker, Delanie,TEN,TE,1,3,33.33,0,2016,17
Graham, Jimmy,SEA,TE,1,3,33.33,0,2016,17
Fiedorowicz, C.J.,HOU,TE,1,3,33.33,1,2016,17
Powell, Bilal,NYJ,RB,2,2,100.00,1,2016,17
Hogan, Chris,NE,WR,2,2,100.00,0,2016,17
Koyack, Ben,JAX,TE,2,2,100.00,1,2016,17
Landry, Jarvis,MIA,WR,2,2,100.00,1,2016,17
Enunwa, Quincy,NYJ,WR,2,2,100.00,0,2016,17
Adams, Davante,GB,WR,2,2,100.00,2,2016,17
Benjamin, Kelvin,CAR,WR,2,2,100.00,1,2016,17
Marshall, Jalin,NYJ,WR,2,2,100.00,1,2016,17
West, Charcandrick,KC,RB,2,2,100.00,2,2016,17
James, Jesse,PIT,TE,1,2,50.00,0,2016,17
Beckham, Odell,NYG,WR,1,2,50.00,0,2016,17
Mumphery, Keith,HOU,WR,1,2,50.00,0,2016,17
Evans, Mike,TB,WR,1,2,50.00,1,2016,17
Fuller, Will,HOU,WR,1,2,50.00,0,2016,17
Wright, Jarius,MIN,WR,1,2,50.00,1,2016,17
Coleman, Corey,CLE,WR,1,2,50.00,0,2016,17
Rudolph, Kyle,MIN,TE,1,2,50.00,0,2016,17
Sproles, Darren,PHI,RB,1,2,50.00,0,2016,17
Bersin, Brenton,CAR,WR,0,2,0.00,0,2016,17
Fleener, Coby,NO,TE,0,2,0.00,1,2016,17
Peake, Charone,NYJ,WR,0,2,0.00,0,2016,17
Ebron, Eric,DET,TE,1,1,100.00,0,2016,17
Olsen, Greg,CAR,TE,1,1,100.00,0,2016,17
Shepard, Sterling,NYG,WR,1,1,100.00,0,2016,17
Wallace, Mike,BAL,WR,1,1,100.00,0,2016,17
Cadet, Travaris,NO,RB,1,1,100.00,1,2016,17
Thomas, Demaryius,DEN,WR,1,1,100.00,0,2016,17
Nelson, Jordy,GB,WR,1,1,100.00,0,2016,17
Henry, Derrick,TEN,RB,1,1,100.00,0,2016,17
Collins, Alex,SEA,RB,1,1,100.00,0,2016,17
Jennings, Rashad,NYG,RB,1,1,100.00,0,2016,17
Tye, Will,NYG,TE,1,1,100.00,0,2016,17
Boyd, Tyler,CIN,WR,1,1,100.00,0,2016,17
Griffin, Ryan,HOU,TE,1,1,100.00,0,2016,17
Sanu, Mohamed,ATL,WR,1,1,100.00,1,2016,17
Doyle, Jack,IND,TE,1,1,100.00,1,2016,17
Sherman, Anthony,KC,FB,1,1,100.00,0,2016,17
Anderson, Robby,NYJ,WR,1,1,100.00,0,2016,17
Willson, Luke,SEA,TE,1,1,100.00,1,2016,17
Tate, Golden,DET,WR,1,1,100.00,1,2016,17
Williams, Damien,MIA,RB,1,1,100.00,0,2016,17
DeValve, Seth,CLE,TE,1,1,100.00,1,2016,17
Core, Cody,CIN,WR,1,1,100.00,0,2016,17
Barkley, Matt,CHI,QB,1,1,100.00,1,2016,17
Jones, Marvin,DET,WR,1,1,100.00,0,2016,17
Dorsett, Phillip,IND,WR,1,1,100.00,0,2016,17
Reed, Jordan,WAS,TE,1,1,100.00,1,2016,17
Taylor, Jordan,DEN,WR,1,1,100.00,0,2016,17
Floyd, Michael,NE,WR,1,1,100.00,1,2016,17
Hawkins, Andrew,CLE,WR,1,1,100.00,0,2016,17
Williams, Nick,ATL,WR,1,1,100.00,0,2016,17
Ripkowski, Aaron,GB,FB,1,1,100.00,1,2016,17
Aiken, Kamar,BAL,WR,1,1,100.00,0,2016,17
Allison, Geronimo,GB,WR,1,1,100.00,1,2016,17
Williams, Terrance,DAL,WR,1,1,100.00,1,2016,17
Thielen, Adam,MIN,WR,1,1,100.00,0,2016,17
Celek, Garrett,SF,TE,1,1,100.00,1,2016,17
Perriman, Breshad,BAL,WR,1,1,100.00,0,2016,17
McKinnon, Jerick,MIN,RB,1,1,100.00,1,2016,17
Fitzgerald, Larry,ARI,WR,1,1,100.00,1,2016,17
Coleman, Tevin,ATL,RB,1,1,100.00,1,2016,17
Allen, Dwayne,IND,TE,1,1,100.00,1,2016,17
Whitehead, Lucky,DAL,WR,1,1,100.00,0,2016,17
Inman, Dontrelle,SD,WR,1,1,100.00,0,2016,17
Barnidge, Gary,CLE,TE,1,1,100.00,1,2016,17
Bennett, Martellus,NE,TE,1,1,100.00,1,2016,17
Uzomah, C.J.,CIN,TE,1,1,100.00,1,2016,17
Stills, Kenny,MIA,WR,1,1,100.00,0,2016,17
Humphries, Adam,TB,WR,1,1,100.00,0,2016,17
Rodgers, Richard,GB,TE,1,1,100.00,0,2016,17
Green, Virgil,DEN,TE,1,1,100.00,1,2016,17
Thompson, Chris,WAS,RB,1,1,100.00,0,2016,17
Williams, DeAngelo,PIT,RB,1,1,100.00,1,2016,17
Ingram, Mark,NO,RB,1,1,100.00,0,2016,17
Ross, Jeremy,ARI,WR,1,1,100.00,1,2016,17
Lewis, Dion,NE,RB,1,1,100.00,0,2016,17
Walters, Bryan,JAX,WR,1,1,100.00,0,2016,17
Burton, Trey,PHI,TE,1,1,100.00,0,2016,17
Henry, Hunter,SD,TE,1,1,100.00,1,2016,17
Freeman, Devonta,ATL,RB,1,1,100.00,0,2016,17
Golden, Brittan,ARI,WR,0,1,0.00,0,2016,17
Lee, Marqise,JAX,WR,0,1,0.00,0,2016,17
Clay, Charles,BUF,TE,0,1,0.00,0,2016,17
Kearse, Jermaine,SEA,WR,0,1,0.00,0,2016,17
Crowell, Isaiah,CLE,RB,0,1,0.00,0,2016,17
Quick, Brian,LAR,WR,0,1,0.00,0,2016,17
Brown, John,ARI,WR,0,1,0.00,0,2016,17
Anderson, Stephen,HOU,TE,0,1,0.00,0,2016,17
Dunbar, Lance,DAL,RB,0,1,0.00,0,2016,17
Williams, Kerwynn,ARI,RB,0,1,0.00,0,2016,17
Lewis, Alex,BAL,OG,0,1,0.00,0,2016,17
Harris, Demetrius,KC,TE,0,1,0.00,0,2016,17
Phillips, John,NO,TE,0,1,0.00,0,2016,17
Pitta, Dennis,BAL,TE,0,1,0.00,0,2016,17
Gresham, Jermaine,ARI,TE,0,1,0.00,0,2016,17
Marshall, Byron,PHI,WR,0,1,0.00,0,2016,17
Williams, Wendall,HOU,WR,0,1,0.00,0,2016,17
Edelman, Julian,NE,WR,0,1,0.00,0,2016,17
Grimes, Jonathan,HOU,RB,0,1,0.00,0,2016,17
Hillman, Ronnie,SD,RB,0,1,0.00,0,2016,17
Coleman, Brandon,NO,WR,0,1,0.00,0,2016,17
Robinson, Allen,JAX,WR,0,1,0.00,0,2016,17
Latimer, Cody,DEN,WR,0,1,0.00,0,2016,17
Hilton, T.Y.,IND,WR,0,1,0.00,0,2016,17
Tolbert, Mike,CAR,FB,0,1,0.00,0,2016,17
Shepard, Russell,TB,WR,0,1,0.00,0,2016,17
Watkins, Sammy,BUF,WR,0,1,0.00,0,2016,17
Maclin, Jeremy,KC,WR,0,1,0.00,0,2016,17
Montgomery, Ty,GB,RB,0,1,0.00,0,2016,17
Hill, Tyreek,KC,WR,0,1,0.00,0,2016,17
Fasano, Anthony,TEN,TE,0,1,0.00,0,2016,17
Telfer, Randall,CLE,TE,0,1,0.00,0,2016,17
Tate, Brandon,BUF,WR,0,1,0.00,0,2016,17
Baldwin, Doug,SEA,WR,0,1,0.00,0,2016,17
Hopkins, DeAndre,HOU,WR,2,4,50.00,1,2017,1
Cooper, Amari,OAK,WR,1,4,25.00,1,2017,1
Diggs, Stefon,MIN,WR,3,3,100.00,2,2017,1
Fleener, Coby,NO,TE,3,3,100.00,1,2017,1
James, Jesse,PIT,TE,2,3,66.67,2,2017,1
Gresham, Jermaine,ARI,TE,2,3,66.67,1,2017,1
Decker, Eric,TEN,WR,2,3,66.67,0,2017,1
Fitzgerald, Larry,ARI,WR,1,3,33.33,0,2017,1
Gronkowski, Rob,NE,TE,0,3,0.00,1,2017,1
Bryant, Dez,DAL,WR,0,3,0.00,0,2017,1
Fowler, Bennie,DEN,WR,2,2,100.00,2,2017,1
Hyde, Carlos,SF,RB,2,2,100.00,0,2017,1
Rudolph, Kyle,MIN,TE,2,2,100.00,1,2017,1
Cohen, Tarik,CHI,RB,2,2,100.00,1,2017,1
Green, A.J.,CIN,WR,1,2,50.00,0,2017,1
Thielen, Adam,MIN,WR,1,2,50.00,0,2017,1
Kamara, Alvin,NO,RB,1,2,50.00,0,2017,1
Gabriel, Taylor,ATL,WR,1,2,50.00,0,2017,1
Miller, Zach,CHI,TE,1,2,50.00,0,2017,1
Clay, Charles,BUF,TE,1,2,50.00,1,2017,1
Lockett, Tyler,SEA,WR,1,2,50.00,0,2017,1
Pryor, Terrelle,WAS,QB,1,2,50.00,0,2017,1
Perriman, Breshad,BAL,WR,0,2,0.00,0,2017,1
Cook, Dalvin,MIN,RB,0,2,0.00,0,2017,1
Njoku, David,CLE,TE,1,1,100.00,0,2017,1
Grant, Ryan,WAS,WR,1,1,100.00,0,2017,1
Tate, Golden,DET,WR,1,1,100.00,0,2017,1
Nelson, J.J.,ARI,WR,1,1,100.00,1,2017,1
Davis, Corey,TEN,WR,1,1,100.00,0,2017,1
Agholor, Nelson,PHI,WR,1,1,100.00,0,2017,1
LaFell, Brandon,CIN,WR,1,1,100.00,0,2017,1
Kittle, George,SF,TE,1,1,100.00,0,2017,1
Amendola, Danny,NE,WR,1,1,100.00,0,2017,1
Wilson, Albert,KC,WR,1,1,100.00,0,2017,1
Hunt, Kareem,KC,RB,1,1,100.00,1,2017,1
Jones, Marvin,DET,WR,1,1,100.00,1,2017,1
Hurns, Allen,JAX,WR,1,1,100.00,0,2017,1
Bohanon, Tommy,JAX,FB,1,1,100.00,1,2017,1
Blount, LeGarrette,PHI,RB,1,1,100.00,1,2017,1
Riddick, Theo,DET,RB,1,1,100.00,1,2017,1
Kuhn, John,NO,FB,1,1,100.00,0,2017,1
Coleman, Corey,CLE,WR,1,1,100.00,1,2017,1
Stewart, Jonathan,CAR,RB,1,1,100.00,1,2017,1
Elliott, Ezekiel,DAL,RB,1,1,100.00,0,2017,1
Bell, LeVeon,PIT,RB,1,1,100.00,0,2017,1
Harris, Demetrius,KC,TE,1,1,100.00,1,2017,1
Patterson, Cordarrelle,OAK,WR,1,1,100.00,0,2017,1
Lewis, Roger,NYG,WR,1,1,100.00,0,2017,1
Ekeler, Austin,LAC,RB,1,1,100.00,0,2017,1
Kupp, Cooper,LAR,WR,1,1,100.00,1,2017,1
Holmes, Andre,BUF,WR,1,1,100.00,1,2017,1
Witten, Jason,DAL,TE,1,1,100.00,1,2017,1
Powell, Bilal,NYJ,RB,1,1,100.00,0,2017,1
Golladay, Kenny,DET,WR,1,1,100.00,1,2017,1
Woodhead, Danny,BAL,RB,1,1,100.00,0,2017,1
DiMarco, Patrick,BUF,FB,1,1,100.00,0,2017,1
Roberts, Seth,OAK,WR,1,1,100.00,1,2017,1
Thomas, DeAnthony,KC,RB,1,1,100.00,0,2017,1
Higbee, Tyler,LAR,TE,1,1,100.00,0,2017,1
Gordon, Melvin,LAC,RB,1,1,100.00,1,2017,1
Anderson, C.J.,DEN,RB,1,1,100.00,0,2017,1
Stewart, ArDarius,NYJ,WR,1,1,100.00,1,2017,1
Allen, Keenan,LAC,WR,1,1,100.00,1,2017,1
Shepard, Sterling,NYG,WR,1,1,100.00,0,2017,1
Ivory, Chris,JAX,RB,0,1,0.00,0,2017,1
Cole, Keelan,JAX,WR,0,1,0.00,0,2017,1
Olsen, Greg,CAR,TE,0,1,0.00,0,2017,1
Kearse, Jermaine,NYJ,WR,0,1,0.00,0,2017,1
Burkhead, Rex,NE,RB,0,1,0.00,0,2017,1
Moncrief, Donte,IND,WR,0,1,0.00,0,2017,1
Goodwin, Marquise,SF,WR,0,1,0.00,0,2017,1
Brown, John,ARI,WR,0,1,0.00,0,2017,1
Maclin, Jeremy,BAL,WR,0,1,0.00,0,2017,1
Hogan, Chris,NE,WR,0,1,0.00,0,2017,1
Richardson, Paul,SEA,WR,0,1,0.00,0,2017,1
Crowder, Jamison,WAS,WR,0,1,0.00,0,2017,1
Boyle, Nick,BAL,TE,0,1,0.00,0,2017,1
Bellamy, Josh,CHI,WR,0,1,0.00,0,2017,1
Hilton, T.Y.,IND,WR,0,1,0.00,0,2017,1
Sanders, Emmanuel,DEN,WR,0,1,0.00,0,2017,1
Niklas, Troy,ARI,TE,0,1,0.00,0,2017,1
Ervin, Tyler,HOU,RB,0,1,0.00,0,2017,1
Reed, Jordan,WAS,TE,0,1,0.00,0,2017,1
Louis, Ricardo,CLE,WR,0,1,0.00,0,2017,1
Matthews, Rishard,TEN,WR,0,1,0.00,0,2017,1
Graham, Jimmy,SEA,TE,0,1,0.00,0,2017,1
Ellington, Bruce,HOU,WR,0,1,0.00,0,2017,1
Celek, Brent,PHI,TE,0,1,0.00,0,2017,1
Howard, Jordan,CHI,RB,0,1,0.00,0,2017,1
Ginn, Ted,NO,WR,0,1,0.00,0,2017,1
Coleman, Brandon,NO,WR,0,1,0.00,0,2017,1
Kelce, Travis,KC,TE,0,1,0.00,0,2017,1
Allen, Javorius,BAL,RB,0,1,0.00,0,2017,1
Cooks, Brandin,NE,WR,0,1,0.00,0,2017,1
McEvoy, Tanner,SEA,WR,0,1,0.00,0,2017,1
Jones, Zay,BUF,WR,0,1,0.00,0,2017,1
Sanders, Emmanuel,DEN,WR,3,4,75.00,2,2017,2
Wright, Kendall,CHI,WR,1,4,25.00,0,2017,2
Kelce, Travis,KC,TE,2,3,66.67,1,2017,2
Cobb, Randall,GB,WR,2,3,66.67,1,2017,2
Witten, Jason,DAL,TE,2,3,66.67,0,2017,2
Hogan, Chris,NE,WR,2,3,66.67,1,2017,2
Landry, Jarvis,MIA,WR,2,3,66.67,0,2017,2
Hurns, Allen,JAX,WR,2,2,100.00,1,2017,2
Crabtree, Michael,OAK,WR,2,2,100.00,2,2017,2
Washington, DeAndre,OAK,RB,2,2,100.00,0,2017,2
Allen, Javorius,BAL,RB,2,2,100.00,1,2017,2
Gurley, Todd,LAR,RB,2,2,100.00,1,2017,2
Engram, Evan,NYG,TE,2,2,100.00,1,2017,2
Anderson, C.J.,DEN,RB,2,2,100.00,1,2017,2
Smith-Schuster, JuJu,PIT,WR,1,2,50.00,1,2017,2
Ginn, Ted,NO,WR,1,2,50.00,0,2017,2
Baldwin, Doug,SEA,WR,1,2,50.00,0,2017,2
Cohen, Tarik,CHI,RB,1,2,50.00,0,2017,2
LaFell, Brandon,CIN,WR,1,2,50.00,0,2017,2
Green, Virgil,DEN,TE,1,2,50.00,1,2017,2
Matthews, Rishard,TEN,WR,1,2,50.00,0,2017,2
Bryant, Dez,DAL,WR,1,2,50.00,1,2017,2
Gates, Antonio,LAC,TE,1,2,50.00,1,2017,2
Nelson, J.J.,ARI,WR,1,2,50.00,1,2017,2
Evans, Mike,TB,WR,1,2,50.00,1,2017,2
Henry, Hunter,LAC,TE,1,2,50.00,0,2017,2
Brown, Jaron,ARI,WR,1,2,50.00,0,2017,2
Jeffery, Alshon,PHI,WR,1,2,50.00,1,2017,2
Miller, Zach,CHI,TE,0,2,0.00,0,2017,2
Hilton, T.Y.,IND,WR,0,2,0.00,0,2017,2
Garcon, Pierre,SF,WR,0,2,0.00,0,2017,2
Thomas, Michael,NO,WR,0,2,0.00,0,2017,2
Maclin, Jeremy,BAL,WR,1,1,100.00,1,2017,2
Kearse, Jermaine,NYJ,WR,1,1,100.00,1,2017,2
Fleener, Coby,NO,TE,1,1,100.00,1,2017,2
Sims, Charles,TB,RB,1,1,100.00,0,2017,2
Williams, Maxx,BAL,TE,1,1,100.00,0,2017,2
Burkhead, Rex,NE,RB,1,1,100.00,1,2017,2
Ertz, Zach,PHI,TE,1,1,100.00,0,2017,2
Marshall, Brandon,NYG,WR,1,1,100.00,0,2017,2
Ingram, Mark,NO,RB,1,1,100.00,0,2017,2
Hooper, Austin,ATL,TE,1,1,100.00,0,2017,2
Richardson, Paul,SEA,WR,1,1,100.00,1,2017,2
Boyle, Nick,BAL,TE,1,1,100.00,0,2017,2
Dorsett, Phillip,NE,WR,1,1,100.00,0,2017,2
Cook, Jared,OAK,TE,1,1,100.00,0,2017,2
Lockett, Tyler,SEA,WR,1,1,100.00,0,2017,2
Grant, Ryan,WAS,WR,1,1,100.00,1,2017,2
Agholor, Nelson,PHI,WR,1,1,100.00,1,2017,2
Humphries, Adam,TB,WR,1,1,100.00,0,2017,2
Adams, Davante,GB,WR,1,1,100.00,0,2017,2
Ebron, Eric,DET,TE,1,1,100.00,1,2017,2
Blount, LeGarrette,PHI,RB,1,1,100.00,0,2017,2
Freeman, Devonta,ATL,RB,1,1,100.00,0,2017,2
Patterson, Cordarrelle,OAK,WR,1,1,100.00,0,2017,2
Kupp, Cooper,LAR,WR,1,1,100.00,0,2017,2
Coleman, Brandon,NO,WR,1,1,100.00,1,2017,2
Coleman, Tevin,ATL,RB,1,1,100.00,1,2017,2
Brown, Malcolm,LAR,RB,1,1,100.00,0,2017,2
Hill, Josh,NO,TE,1,1,100.00,0,2017,2
Montgomery, Ty,GB,RB,1,1,100.00,1,2017,2
White, James,NE,RB,1,1,100.00,0,2017,2
Goodwin, Marquise,SF,WR,0,1,0.00,0,2017,2
Coleman, Corey,CLE,WR,0,1,0.00,0,2017,2
Shepard, Russell,CAR,WR,0,1,0.00,0,2017,2
